text,category,severity,urgency
Electrical - Street Light Not Working in Vidyaranyapura. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Bellandur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Vidyaranyapura. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Konena Agrahara. Construction debris,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Garudacharpalya. Attended,Electrical,HIGH,URGENT
veterinary - Animal Rescue - Not well - Requires attention in Domlur. For Animal rescue contact: 9480685209,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Radhakrishna Temple. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Domlur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jakkasandra. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Thanisandra. Attended,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Someshwara. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Someshwara. attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kodigehalli. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage transfer not as per norms & area not kept clean in Yelachenahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in J.P.Nagar. ATTENDED,Electrical,HIGH,URGENT
E khata / Khata services - Other Khata / ekhata issues in Yadiyuru. Server Issue,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Basavanapura. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Basavanapura. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Sampangiram Nagar. Cleared,Road Maintenance(Engg),MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Benniganahalli. For Animal rescue contact: 9480685209,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kengeri. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Varthur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Agaram. Attended,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Someshwara. Cleared,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kumaraswamy Layout. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Devarajeevanahalli. citizen unsatisified,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in HBR Layout. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Byrasandra. ATTENDED,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Malleshwaram. Complaints Cleared,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in HBR Layout. Your complaint is noted. Action will be taken to install lights as soon as grants allotted to install extra /new lights. Proposal sent for grants,Electrical,HIGH,URGENT
Town Planning - UnAuthorised Building Constructions in Jnanabharathi Ward. \N,Town Planning,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Thanisandra. This is Budgetary work. New fitting will be provided on priority as and when available,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Kavalbyrasandra. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Kavalbyrasandra. Resolved,Solid Waste (Garbage) Related,LOW,CONCERNED
Electrical - Requirement For New Street Lights in Yelachenahalli. Attended,Electrical,MEDIUM,CONCERNED
"veterinary - Stray dog related complaints in Attiguppe. Dogs cannot be relocated as per the ABC Rule 2023. For barking, crying, chasing - nothing can be done since it is a natural instinct of a dog. Sterilisation and Immunisation of street dogs will be done by BBMP. If there is any dog bite incident please provide us the details of the dog bite victim like name, address, phone number, Photograph of the wound & dog bite treatment certificate from the doctor. to take further action.",veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Shivaji Nagar. citizen unsatisfied,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kavalbyrasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in HAL Airport. Attended,Electrical,HIGH,URGENT
E khata / Khata services - Ekhata - name correction in Kuvempu Nagar. Close,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Bagalagunte. Attended,Electrical,HIGH,URGENT
E khata / Khata services - Ekhata missing in online in Shankaramata. CLOSED,E khata / Khata services,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Manorayanapalya. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Jalahalli. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Others - Others in Pulikeshi Nagar. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
E khata / Khata services - Ekhata Other corrections in Uttarahalli. Yes,E khata / Khata services,MEDIUM,CONCERNED
E khata / Khata services - Ekhata missing in online in Aramane Nagar. Transferred Task,E khata / Khata services,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Jnanabharathi Ward. Animal birth control and vaccination schedulrd,veterinary,MEDIUM,CONCERNED
Advertisement - Flex and banners in Jnanabharathi Ward. REMOVED,Advertisement,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road side drains in Someshwara. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Maruthi Seva Nagar. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Gottigere. Carlra,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Someshwara. attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Vishwanathnagenahalli. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Singasandra. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Town Planning - Construction not done as per approved plan (Building Bye Law Violations) in J.P.Nagar. Transferred Task,Town Planning,MEDIUM,CONCERNED
Road Maintenance(Engg) - UnAuthorised Constructions in Basavanagudi. Closed,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Jayachamarajendra Nagar. Complaint clear sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - Ekhata missing in online in Hemmigepura. Transferred Task,E khata / Khata services,MEDIUM,CONCERNED
Road Maintenance(Engg) - UnAuthorised Constructions in Basavanagudi. Resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Basaveshwara Nagar. Resolved,Solid Waste (Garbage) Related,LOW,CONCERNED
Electrical - Street Light Not Working in Kottigepalya. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Horamavu. Solved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Varthur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Kempapura Agrahara. ATTENDED,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Revenue Department - Unable to Generate the receipt after property tax payment. in Doddanekkundi. Spoke to public and cleared,Revenue Department,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Bilekahalli. Attended,Electrical,HIGH,URGENT
E khata / Khata services - Ekhata missing in online in Hoodi. They have not uploaded in E-khatha applicant should upload the measurement carpet area,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Thanisandra. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Herohalli. garbage dumped in vecant site has been cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - ekhata approval pending with ARO in Ejipura. Please contact the Concern RI,E khata / Khata services,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Vishwanathnagenahalli. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Complaint against SW collector/ SWM official for violation of SWM Rules in Ramamurthy Nagar. Cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kumaraswamy Layout. ATTENDED,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Basavanapura. A,veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Gottigere. Not fixed,Road Maintenance(Engg),MEDIUM,CONCERNED
Road Infrastructure - Road Infrastructure in Horamavu. In process,Road Infrastructure,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Thanisandra. Only ABC operation and ARV vaccination Dog Bite Complaints.,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kottigepalya. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Town Planning - Construction not done as per approved plan (Building Bye Law Violations) in Someshwara. Kindly contact Ward AEE/AE for above concern,Town Planning,MEDIUM,CONCERNED
veterinary - Animal birth control/neutering of stray dogs in Bommanahalli. There was no authority who contacted me or has taken care of the issue. The complaint cannot be resolved. I will be escalating the issue to the concerned authority very shortly unless I receive any kind of response,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Shakthiganapathi Nagar. Complaints Cleared,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Hoodi. Attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Subhash Nagar. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Sagayapuram. Male,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - Other Khata / ekhata issues in Ullalu. Transferred Task,E khata / Khata services,MEDIUM,CONCERNED
E khata / Khata services - Ekhata missing in online in Hemmigepura. Transferred Task,E khata / Khata services,MEDIUM,CONCERNED
Road Infrastructure - Road Infrastructure in Hemmigepura. White topping work in progress,Road Infrastructure,MEDIUM,CONCERNED
Road Infrastructure - Road Infrastructure in Hemmigepura. White topping work in progress,Road Infrastructure,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road side drains in Marathalli. Spot inspection done necessary action will be taken at the earliest,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Uttarahalli. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road side drains in Dodda Bidarkallu. Problem Resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jnanabharathi Ward. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Jayachamarajendra Nagar. Complaint clear sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage transfer not as per norms & area not kept clean in Jayachamarajendra Nagar. Complaint clear sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hemmigepura. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in HBR Layout. Attend and Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Vishwanathnagenahalli. Resolved and Closed,Road Maintenance(Engg),MEDIUM,CONCERNED
E khata / Khata services - Ekhata missing in online in Varthur. 5338791528 this is your Epid number,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jogupalya. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Jeevanbhima Nagar. Attended,Electrical,HIGH,URGENT
"veterinary - Dog, cat Poor conditions / Breeding license validation in HSR Layout. Counciling.",veterinary,MEDIUM,CONCERNED
Road Infrastructure - Road Infrastructure in Bellandur. THIS ROAD CUTTING PORTION RESTORATION HAS BEEN DONE BY BWSSB,Road Infrastructure,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Maruthi Seva Nagar. Attended,Electrical,HIGH,URGENT
veterinary - Feeder Harassment by Association / Gated Community in Singasandra. Counciling.,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Uttarahalli. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jayachamarajendra Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Feeder Harassment by Association / Gated Community in Singasandra. Counciling.,veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Singasandra. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
veterinary - Fatally injured - Needs immediate attention in Domlur. Complaint attended,veterinary,MEDIUM,URGENT
Electrical - Street Light Not Working in Singasandra. ATTENDED,Electrical,HIGH,URGENT
Road Infrastructure - Road Infrastructure in Doddanekkundi. Attended,Road Infrastructure,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Kempegowda Ward. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Banaswadi. Clear,Solid Waste (Garbage) Related,LOW,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Domlur. For Animal rescue contact: 9480685209,veterinary,MEDIUM,CONCERNED
Town Planning - UnAuthorised Building Constructions in H.M.T. \N,Town Planning,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Vidyapeetha. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in HBR Layout. Update soon,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kaveripura. Complaints Cleared,Electrical,HIGH,URGENT
Electrical - Street Lights Switched On During Day Time in Nagavara. Attended,Electrical,MEDIUM,CONCERNED
E khata / Khata services - ekhata approval pending with ARO in Varthur. apply once again the file was rejected,E khata / Khata services,MEDIUM,CONCERNED
Health Dept - Air/Noise pollution in Rajagopala Nagar. Attended,Health Dept,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Shanthala Nagar. Attended,Electrical,HIGH,URGENT
"Revenue Department - Khata Services (Registration, Transfer, Bifurcation and Amalgamation) in Varthur. complaint resolved",Revenue Department,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Ramamurthy Nagar. Cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Arakere. ATTENDED,Electrical,HIGH,URGENT
"veterinary - Dog, cat Poor conditions / Breeding license validation in Bommanahalli. Counciling.",veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hemmigepura. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"E khata / Khata services - ekhata approval pending with ARO in Devarajeevanahalli. As Application for Final E Khatha is not pending Rejected for proper E KYC to be uploaded. Hence your are requested to apply for final E Katha With Proper E KYC. Thank you,",E khata / Khata services,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Domlur. For Animal rescue contact: 9480685209,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Basavanagudi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
